,Date,Holiday,Country,Alpha-2 code,Alpha-3 code,Numeric code,ISO 3166-2,Year
2966,2022-05-01,Labour Day,india,IN,IND,356,ISO 3166-2:IN,2022
2967,2022-12-25,Christmas,india,IN,IND,356,ISO 3166-2:IN,2022
2968,2016-01-01,New Year's Day,ireland,IE,IRL,372,ISO 3166-2:IE,2016
2969,2016-12-25,Christmas Day,ireland,IE,IRL,372,ISO 3166-2:IE,2016
2970,2016-12-27,Christmas Day (Observed),ireland,IE,IRL,372,ISO 3166-2:IE,2016
2971,2016-03-17,St. Patrick's Day,ireland,IE,IRL,372,ISO 3166-2:IE,2016
2972,2016-03-28,Easter Monday,ireland,IE,IRL,372,ISO 3166-2:IE,2016
2973,2016-05-02,May Day,ireland,IE,IRL,372,ISO 3166-2:IE,2016
2974,2016-06-06,June Bank Holiday,ireland,IE,IRL,372,ISO 3166-2:IE,2016
2975,2016-08-01,Summer Bank Holiday,ireland,IE,IRL,372,ISO 3166-2:IE,2016
2976,2016-10-31,October Bank Holiday,ireland,IE,IRL,372,ISO 3166-2:IE,2016
2977,2016-12-26,St. Stephen's Day,ireland,IE,IRL,372,ISO 3166-2:IE,2016
2978,2017-01-01,New Year's Day,ireland,IE,IRL,372,ISO 3166-2:IE,2017
2979,2017-01-02,New Year's Day (Observed),ireland,IE,IRL,372,ISO 3166-2:IE,2017
2980,2017-12-25,Christmas Day,ireland,IE,IRL,372,ISO 3166-2:IE,2017
2981,2017-03-17,St. Patrick's Day,ireland,IE,IRL,372,ISO 3166-2:IE,2017
2982,2017-04-17,Easter Monday,ireland,IE,IRL,372,ISO 3166-2:IE,2017
2983,2017-05-01,May Day,ireland,IE,IRL,372,ISO 3166-2:IE,2017
2984,2017-06-05,June Bank Holiday,ireland,IE,IRL,372,ISO 3166-2:IE,2017
2985,2017-08-07,Summer Bank Holiday,ireland,IE,IRL,372,ISO 3166-2:IE,2017
2986,2017-10-30,October Bank Holiday,ireland,IE,IRL,372,ISO 3166-2:IE,2017
2987,2017-12-26,St. Stephen's Day,ireland,IE,IRL,372,ISO 3166-2:IE,2017
2988,2018-01-01,New Year's Day,ireland,IE,IRL,372,ISO 3166-2:IE,2018
2989,2018-12-25,Christmas Day,ireland,IE,IRL,372,ISO 3166-2:IE,2018
2990,2018-03-17,St. Patrick's Day,ireland,IE,IRL,372,ISO 3166-2:IE,2018
2991,2018-03-19,St. Patrick's Day (Observed),ireland,IE,IRL,372,ISO 3166-2:IE,2018
2992,2018-04-02,Easter Monday,ireland,IE,IRL,372,ISO 3166-2:IE,2018
2993,2018-05-07,May Day,ireland,IE,IRL,372,ISO 3166-2:IE,2018
2994,2018-06-04,June Bank Holiday,ireland,IE,IRL,372,ISO 3166-2:IE,2018
2995,2018-08-06,Summer Bank Holiday,ireland,IE,IRL,372,ISO 3166-2:IE,2018
2996,2018-10-29,October Bank Holiday,ireland,IE,IRL,372,ISO 3166-2:IE,2018
2997,2018-12-26,St. Stephen's Day,ireland,IE,IRL,372,ISO 3166-2:IE,2018
2998,2019-01-01,New Year's Day,ireland,IE,IRL,372,ISO 3166-2:IE,2019
2999,2019-12-25,Christmas Day,ireland,IE,IRL,372,ISO 3166-2:IE,2019
3000,2019-03-17,St. Patrick's Day,ireland,IE,IRL,372,ISO 3166-2:IE,2019
3001,2019-03-18,St. Patrick's Day (Observed),ireland,IE,IRL,372,ISO 3166-2:IE,2019
3002,2019-04-22,Easter Monday,ireland,IE,IRL,372,ISO 3166-2:IE,2019
3003,2019-05-06,May Day,ireland,IE,IRL,372,ISO 3166-2:IE,2019
3004,2019-06-03,June Bank Holiday,ireland,IE,IRL,372,ISO 3166-2:IE,2019
3005,2019-08-05,Summer Bank Holiday,ireland,IE,IRL,372,ISO 3166-2:IE,2019
3006,2019-10-28,October Bank Holiday,ireland,IE,IRL,372,ISO 3166-2:IE,2019
3007,2019-12-26,St. Stephen's Day,ireland,IE,IRL,372,ISO 3166-2:IE,2019
3008,2020-01-01,New Year's Day,ireland,IE,IRL,372,ISO 3166-2:IE,2020
3009,2020-12-25,Christmas Day,ireland,IE,IRL,372,ISO 3166-2:IE,2020
3010,2020-03-17,St. Patrick's Day,ireland,IE,IRL,372,ISO 3166-2:IE,2020
3011,2020-04-13,Easter Monday,ireland,IE,IRL,372,ISO 3166-2:IE,2020
3012,2020-05-04,May Day,ireland,IE,IRL,372,ISO 3166-2:IE,2020
3013,2020-06-01,June Bank Holiday,ireland,IE,IRL,372,ISO 3166-2:IE,2020
3014,2020-08-03,Summer Bank Holiday,ireland,IE,IRL,372,ISO 3166-2:IE,2020
3015,2020-10-26,October Bank Holiday,ireland,IE,IRL,372,ISO 3166-2:IE,2020
3016,2020-12-26,St. Stephen's Day,ireland,IE,IRL,372,ISO 3166-2:IE,2020
3017,2020-12-28,St. Stephen's Day (Observed),ireland,IE,IRL,372,ISO 3166-2:IE,2020
3018,2021-01-01,New Year's Day,ireland,IE,IRL,372,ISO 3166-2:IE,2021
3019,2021-12-25,Christmas Day,ireland,IE,IRL,372,ISO 3166-2:IE,2021
3020,2021-12-27,Christmas Day (Observed),ireland,IE,IRL,372,ISO 3166-2:IE,2021
3021,2021-03-17,St. Patrick's Day,ireland,IE,IRL,372,ISO 3166-2:IE,2021
3022,2021-04-05,Easter Monday,ireland,IE,IRL,372,ISO 3166-2:IE,2021
3023,2021-05-03,May Day,ireland,IE,IRL,372,ISO 3166-2:IE,2021
3024,2021-06-07,June Bank Holiday,ireland,IE,IRL,372,ISO 3166-2:IE,2021
3025,2021-08-02,Summer Bank Holiday,ireland,IE,IRL,372,ISO 3166-2:IE,2021
3026,2021-10-25,October Bank Holiday,ireland,IE,IRL,372,ISO 3166-2:IE,2021
3027,2021-12-26,St. Stephen's Day,ireland,IE,IRL,372,ISO 3166-2:IE,2021
3028,2021-12-28,St. Stephen's Day (Observed),ireland,IE,IRL,372,ISO 3166-2:IE,2021
3029,2022-01-01,New Year's Day,ireland,IE,IRL,372,ISO 3166-2:IE,2022
3030,2022-01-03,New Year's Day (Observed),ireland,IE,IRL,372,ISO 3166-2:IE,2022
3031,2022-12-25,Christmas Day,ireland,IE,IRL,372,ISO 3166-2:IE,2022
3032,2022-12-27,Christmas Day (Observed),ireland,IE,IRL,372,ISO 3166-2:IE,2022
3033,2022-03-17,St. Patrick's Day,ireland,IE,IRL,372,ISO 3166-2:IE,2022
3034,2022-04-18,Easter Monday,ireland,IE,IRL,372,ISO 3166-2:IE,2022
3035,2022-05-02,May Day,ireland,IE,IRL,372,ISO 3166-2:IE,2022
3036,2022-06-06,June Bank Holiday,ireland,IE,IRL,372,ISO 3166-2:IE,2022
3037,2022-08-01,Summer Bank Holiday,ireland,IE,IRL,372,ISO 3166-2:IE,2022
3038,2022-10-31,October Bank Holiday,ireland,IE,IRL,372,ISO 3166-2:IE,2022
3039,2022-12-26,St. Stephen's Day,ireland,IE,IRL,372,ISO 3166-2:IE,2022
3040,2016-01-01,Nýársdagur,iceland,IS,ISL,352,ISO 3166-2:IS,2016
3041,2016-03-24,Skírdagur,iceland,IS,ISL,352,ISO 3166-2:IS,2016
3042,2016-03-25,Föstudagurinn langi,iceland,IS,ISL,352,ISO 3166-2:IS,2016
3043,2016-03-27,Páskadagur,iceland,IS,ISL,352,ISO 3166-2:IS,2016
3044,2016-03-28,Annar í páskum,iceland,IS,ISL,352,ISO 3166-2:IS,2016
3045,2016-04-21,Sumardagurinn fyrsti,iceland,IS,ISL,352,ISO 3166-2:IS,2016
3046,2016-05-01,Verkalýðsdagurinn,iceland,IS,ISL,352,ISO 3166-2:IS,2016
3047,2016-05-05,Uppstigningardagur,iceland,IS,ISL,352,ISO 3166-2:IS,2016
3048,2016-05-15,Hvítasunnudagur,iceland,IS,ISL,352,ISO 3166-2:IS,2016
3049,2016-05-16,Annar í hvítasunnu,iceland,IS,ISL,352,ISO 3166-2:IS,2016
3050,2016-06-17,Þjóðhátíðardagurinn,iceland,IS,ISL,352,ISO 3166-2:IS,2016
3051,2016-08-01,Frídagur verslunarmanna,iceland,IS,ISL,352,ISO 3166-2:IS,2016
3052,2016-12-24,Aðfangadagur,iceland,IS,ISL,352,ISO 3166-2:IS,2016
3053,2016-12-25,Jóladagur,iceland,IS,ISL,352,ISO 3166-2:IS,2016
3054,2016-12-26,Annar í jólum,iceland,IS,ISL,352,ISO 3166-2:IS,2016
3055,2016-12-31,Gamlársdagur,iceland,IS,ISL,352,ISO 3166-2:IS,2016
3056,2017-01-01,Nýársdagur,iceland,IS,ISL,352,ISO 3166-2:IS,2017
3057,2017-04-13,Skírdagur,iceland,IS,ISL,352,ISO 3166-2:IS,2017
3058,2017-04-14,Föstudagurinn langi,iceland,IS,ISL,352,ISO 3166-2:IS,2017
3059,2017-04-16,Páskadagur,iceland,IS,ISL,352,ISO 3166-2:IS,2017
3060,2017-04-17,Annar í páskum,iceland,IS,ISL,352,ISO 3166-2:IS,2017
3061,2017-04-20,Sumardagurinn fyrsti,iceland,IS,ISL,352,ISO 3166-2:IS,2017
3062,2017-05-01,Verkalýðsdagurinn,iceland,IS,ISL,352,ISO 3166-2:IS,2017
3063,2017-05-25,Uppstigningardagur,iceland,IS,ISL,352,ISO 3166-2:IS,2017
3064,2017-06-04,Hvítasunnudagur,iceland,IS,ISL,352,ISO 3166-2:IS,2017
3065,2017-06-05,Annar í hvítasunnu,iceland,IS,ISL,352,ISO 3166-2:IS,2017
3066,2017-06-17,Þjóðhátíðardagurinn,iceland,IS,ISL,352,ISO 3166-2:IS,2017
3067,2017-08-07,Frídagur verslunarmanna,iceland,IS,ISL,352,ISO 3166-2:IS,2017
3068,2017-12-24,Aðfangadagur,iceland,IS,ISL,352,ISO 3166-2:IS,2017
3069,2017-12-25,Jóladagur,iceland,IS,ISL,352,ISO 3166-2:IS,2017
3070,2017-12-26,Annar í jólum,iceland,IS,ISL,352,ISO 3166-2:IS,2017
3071,2017-12-31,Gamlársdagur,iceland,IS,ISL,352,ISO 3166-2:IS,2017
3072,2018-01-01,Nýársdagur,iceland,IS,ISL,352,ISO 3166-2:IS,2018
3073,2018-03-29,Skírdagur,iceland,IS,ISL,352,ISO 3166-2:IS,2018
3074,2018-03-30,Föstudagurinn langi,iceland,IS,ISL,352,ISO 3166-2:IS,2018
3075,2018-04-01,Páskadagur,iceland,IS,ISL,352,ISO 3166-2:IS,2018
3076,2018-04-02,Annar í páskum,iceland,IS,ISL,352,ISO 3166-2:IS,2018
3077,2018-04-19,Sumardagurinn fyrsti,iceland,IS,ISL,352,ISO 3166-2:IS,2018
3078,2018-05-01,Verkalýðsdagurinn,iceland,IS,ISL,352,ISO 3166-2:IS,2018
3079,2018-05-10,Uppstigningardagur,iceland,IS,ISL,352,ISO 3166-2:IS,2018
3080,2018-05-20,Hvítasunnudagur,iceland,IS,ISL,352,ISO 3166-2:IS,2018
3081,2018-05-21,Annar í hvítasunnu,iceland,IS,ISL,352,ISO 3166-2:IS,2018
3082,2018-06-17,Þjóðhátíðardagurinn,iceland,IS,ISL,352,ISO 3166-2:IS,2018
3083,2018-08-06,Frídagur verslunarmanna,iceland,IS,ISL,352,ISO 3166-2:IS,2018
3084,2018-12-24,Aðfangadagur,iceland,IS,ISL,352,ISO 3166-2:IS,2018
3085,2018-12-25,Jóladagur,iceland,IS,ISL,352,ISO 3166-2:IS,2018
3086,2018-12-26,Annar í jólum,iceland,IS,ISL,352,ISO 3166-2:IS,2018
3087,2018-12-31,Gamlársdagur,iceland,IS,ISL,352,ISO 3166-2:IS,2018
3088,2019-01-01,Nýársdagur,iceland,IS,ISL,352,ISO 3166-2:IS,2019
3089,2019-04-18,Skírdagur,iceland,IS,ISL,352,ISO 3166-2:IS,2019
3090,2019-04-19,Föstudagurinn langi,iceland,IS,ISL,352,ISO 3166-2:IS,2019
3091,2019-04-21,Páskadagur,iceland,IS,ISL,352,ISO 3166-2:IS,2019
3092,2019-04-22,Annar í páskum,iceland,IS,ISL,352,ISO 3166-2:IS,2019
3093,2019-04-25,Sumardagurinn fyrsti,iceland,IS,ISL,352,ISO 3166-2:IS,2019
3094,2019-05-01,Verkalýðsdagurinn,iceland,IS,ISL,352,ISO 3166-2:IS,2019
3095,2019-05-30,Uppstigningardagur,iceland,IS,ISL,352,ISO 3166-2:IS,2019
3096,2019-06-09,Hvítasunnudagur,iceland,IS,ISL,352,ISO 3166-2:IS,2019
3097,2019-06-10,Annar í hvítasunnu,iceland,IS,ISL,352,ISO 3166-2:IS,2019
3098,2019-06-17,Þjóðhátíðardagurinn,iceland,IS,ISL,352,ISO 3166-2:IS,2019
3099,2019-08-05,Frídagur verslunarmanna,iceland,IS,ISL,352,ISO 3166-2:IS,2019
3100,2019-12-24,Aðfangadagur,iceland,IS,ISL,352,ISO 3166-2:IS,2019
3101,2019-12-25,Jóladagur,iceland,IS,ISL,352,ISO 3166-2:IS,2019
3102,2019-12-26,Annar í jólum,iceland,IS,ISL,352,ISO 3166-2:IS,2019
3103,2019-12-31,Gamlársdagur,iceland,IS,ISL,352,ISO 3166-2:IS,2019
3104,2020-01-01,Nýársdagur,iceland,IS,ISL,352,ISO 3166-2:IS,2020
3105,2020-04-09,Skírdagur,iceland,IS,ISL,352,ISO 3166-2:IS,2020
3106,2020-04-10,Föstudagurinn langi,iceland,IS,ISL,352,ISO 3166-2:IS,2020
3107,2020-04-12,Páskadagur,iceland,IS,ISL,352,ISO 3166-2:IS,2020
3108,2020-04-13,Annar í páskum,iceland,IS,ISL,352,ISO 3166-2:IS,2020
3109,2020-04-23,Sumardagurinn fyrsti,iceland,IS,ISL,352,ISO 3166-2:IS,2020
3110,2020-05-01,Verkalýðsdagurinn,iceland,IS,ISL,352,ISO 3166-2:IS,2020
3111,2020-05-21,Uppstigningardagur,iceland,IS,ISL,352,ISO 3166-2:IS,2020
3112,2020-05-31,Hvítasunnudagur,iceland,IS,ISL,352,ISO 3166-2:IS,2020
3113,2020-06-01,Annar í hvítasunnu,iceland,IS,ISL,352,ISO 3166-2:IS,2020
3114,2020-06-17,Þjóðhátíðardagurinn,iceland,IS,ISL,352,ISO 3166-2:IS,2020
3115,2020-08-03,Frídagur verslunarmanna,iceland,IS,ISL,352,ISO 3166-2:IS,2020
3116,2020-12-24,Aðfangadagur,iceland,IS,ISL,352,ISO 3166-2:IS,2020
3117,2020-12-25,Jóladagur,iceland,IS,ISL,352,ISO 3166-2:IS,2020
3118,2020-12-26,Annar í jólum,iceland,IS,ISL,352,ISO 3166-2:IS,2020
3119,2020-12-31,Gamlársdagur,iceland,IS,ISL,352,ISO 3166-2:IS,2020
3120,2021-01-01,Nýársdagur,iceland,IS,ISL,352,ISO 3166-2:IS,2021
3121,2021-04-01,Skírdagur,iceland,IS,ISL,352,ISO 3166-2:IS,2021
3122,2021-04-02,Föstudagurinn langi,iceland,IS,ISL,352,ISO 3166-2:IS,2021
3123,2021-04-04,Páskadagur,iceland,IS,ISL,352,ISO 3166-2:IS,2021
3124,2021-04-05,Annar í páskum,iceland,IS,ISL,352,ISO 3166-2:IS,2021
3125,2021-04-22,Sumardagurinn fyrsti,iceland,IS,ISL,352,ISO 3166-2:IS,2021
3126,2021-05-01,Verkalýðsdagurinn,iceland,IS,ISL,352,ISO 3166-2:IS,2021
3127,2021-05-13,Uppstigningardagur,iceland,IS,ISL,352,ISO 3166-2:IS,2021
3128,2021-05-23,Hvítasunnudagur,iceland,IS,ISL,352,ISO 3166-2:IS,2021
3129,2021-05-24,Annar í hvítasunnu,iceland,IS,ISL,352,ISO 3166-2:IS,2021
3130,2021-06-17,Þjóðhátíðardagurinn,iceland,IS,ISL,352,ISO 3166-2:IS,2021
3131,2021-08-02,Frídagur verslunarmanna,iceland,IS,ISL,352,ISO 3166-2:IS,2021
3132,2021-12-24,Aðfangadagur,iceland,IS,ISL,352,ISO 3166-2:IS,2021
3133,2021-12-25,Jóladagur,iceland,IS,ISL,352,ISO 3166-2:IS,2021
3134,2021-12-26,Annar í jólum,iceland,IS,ISL,352,ISO 3166-2:IS,2021
3135,2021-12-31,Gamlársdagur,iceland,IS,ISL,352,ISO 3166-2:IS,2021
3136,2022-01-01,Nýársdagur,iceland,IS,ISL,352,ISO 3166-2:IS,2022
3137,2022-04-14,Skírdagur,iceland,IS,ISL,352,ISO 3166-2:IS,2022
3138,2022-04-15,Föstudagurinn langi,iceland,IS,ISL,352,ISO 3166-2:IS,2022
3139,2022-04-17,Páskadagur,iceland,IS,ISL,352,ISO 3166-2:IS,2022
3140,2022-04-18,Annar í páskum,iceland,IS,ISL,352,ISO 3166-2:IS,2022
3141,2022-04-21,Sumardagurinn fyrsti,iceland,IS,ISL,352,ISO 3166-2:IS,2022
3142,2022-05-01,Verkalýðsdagurinn,iceland,IS,ISL,352,ISO 3166-2:IS,2022
3143,2022-05-26,Uppstigningardagur,iceland,IS,ISL,352,ISO 3166-2:IS,2022
3144,2022-06-05,Hvítasunnudagur,iceland,IS,ISL,352,ISO 3166-2:IS,2022
3145,2022-06-06,Annar í hvítasunnu,iceland,IS,ISL,352,ISO 3166-2:IS,2022
3146,2022-06-17,Þjóðhátíðardagurinn,iceland,IS,ISL,352,ISO 3166-2:IS,2022
3147,2022-08-01,Frídagur verslunarmanna,iceland,IS,ISL,352,ISO 3166-2:IS,2022
3148,2022-12-24,Aðfangadagur,iceland,IS,ISL,352,ISO 3166-2:IS,2022
3149,2022-12-25,Jóladagur,iceland,IS,ISL,352,ISO 3166-2:IS,2022
3150,2022-12-26,Annar í jólum,iceland,IS,ISL,352,ISO 3166-2:IS,2022
3151,2022-12-31,Gamlársdagur,iceland,IS,ISL,352,ISO 3166-2:IS,2022
3425,2016-01-01,Capodanno,italy,IT,ITA,380,ISO 3166-2:IT,2016
3426,2016-01-06,Epifania del Signore,italy,IT,ITA,380,ISO 3166-2:IT,2016
3427,2016-03-27,Pasqua di Resurrezione,italy,IT,ITA,380,ISO 3166-2:IT,2016
3428,2016-03-28,Lunedì dell'Angelo,italy,IT,ITA,380,ISO 3166-2:IT,2016
3429,2016-04-25,Festa della Liberazione,italy,IT,ITA,380,ISO 3166-2:IT,2016
3430,2016-05-01,Festa dei Lavoratori,italy,IT,ITA,380,ISO 3166-2:IT,2016
3431,2016-06-02,Festa della Repubblica,italy,IT,ITA,380,ISO 3166-2:IT,2016
3432,2016-08-15,Assunzione della Vergine,italy,IT,ITA,380,ISO 3166-2:IT,2016
3433,2016-11-01,Tutti i Santi,italy,IT,ITA,380,ISO 3166-2:IT,2016
3434,2016-12-08,Immacolata Concezione,italy,IT,ITA,380,ISO 3166-2:IT,2016
3435,2016-12-25,Natale,italy,IT,ITA,380,ISO 3166-2:IT,2016
3436,2016-12-26,Santo Stefano,italy,IT,ITA,380,ISO 3166-2:IT,2016
3437,2017-01-01,Capodanno,italy,IT,ITA,380,ISO 3166-2:IT,2017
3438,2017-01-06,Epifania del Signore,italy,IT,ITA,380,ISO 3166-2:IT,2017
3439,2017-04-16,Pasqua di Resurrezione,italy,IT,ITA,380,ISO 3166-2:IT,2017
3440,2017-04-17,Lunedì dell'Angelo,italy,IT,ITA,380,ISO 3166-2:IT,2017
3441,2017-04-25,Festa della Liberazione,italy,IT,ITA,380,ISO 3166-2:IT,2017
3442,2017-05-01,Festa dei Lavoratori,italy,IT,ITA,380,ISO 3166-2:IT,2017
3443,2017-06-02,Festa della Repubblica,italy,IT,ITA,380,ISO 3166-2:IT,2017
3444,2017-08-15,Assunzione della Vergine,italy,IT,ITA,380,ISO 3166-2:IT,2017
3445,2017-11-01,Tutti i Santi,italy,IT,ITA,380,ISO 3166-2:IT,2017
3446,2017-12-08,Immacolata Concezione,italy,IT,ITA,380,ISO 3166-2:IT,2017
3447,2017-12-25,Natale,italy,IT,ITA,380,ISO 3166-2:IT,2017
3448,2017-12-26,Santo Stefano,italy,IT,ITA,380,ISO 3166-2:IT,2017
3449,2018-01-01,Capodanno,italy,IT,ITA,380,ISO 3166-2:IT,2018
3450,2018-01-06,Epifania del Signore,italy,IT,ITA,380,ISO 3166-2:IT,2018
3451,2018-04-01,Pasqua di Resurrezione,italy,IT,ITA,380,ISO 3166-2:IT,2018
3452,2018-04-02,Lunedì dell'Angelo,italy,IT,ITA,380,ISO 3166-2:IT,2018
3453,2018-04-25,Festa della Liberazione,italy,IT,ITA,380,ISO 3166-2:IT,2018
3454,2018-05-01,Festa dei Lavoratori,italy,IT,ITA,380,ISO 3166-2:IT,2018
3455,2018-06-02,Festa della Repubblica,italy,IT,ITA,380,ISO 3166-2:IT,2018
3456,2018-08-15,Assunzione della Vergine,italy,IT,ITA,380,ISO 3166-2:IT,2018
3457,2018-11-01,Tutti i Santi,italy,IT,ITA,380,ISO 3166-2:IT,2018
3458,2018-12-08,Immacolata Concezione,italy,IT,ITA,380,ISO 3166-2:IT,2018
3459,2018-12-25,Natale,italy,IT,ITA,380,ISO 3166-2:IT,2018
3460,2018-12-26,Santo Stefano,italy,IT,ITA,380,ISO 3166-2:IT,2018
3461,2019-01-01,Capodanno,italy,IT,ITA,380,ISO 3166-2:IT,2019
3462,2019-01-06,Epifania del Signore,italy,IT,ITA,380,ISO 3166-2:IT,2019
3463,2019-04-21,Pasqua di Resurrezione,italy,IT,ITA,380,ISO 3166-2:IT,2019
3464,2019-04-22,Lunedì dell'Angelo,italy,IT,ITA,380,ISO 3166-2:IT,2019
3465,2019-04-25,Festa della Liberazione,italy,IT,ITA,380,ISO 3166-2:IT,2019
3466,2019-05-01,Festa dei Lavoratori,italy,IT,ITA,380,ISO 3166-2:IT,2019
3467,2019-06-02,Festa della Repubblica,italy,IT,ITA,380,ISO 3166-2:IT,2019
3468,2019-08-15,Assunzione della Vergine,italy,IT,ITA,380,ISO 3166-2:IT,2019
3469,2019-11-01,Tutti i Santi,italy,IT,ITA,380,ISO 3166-2:IT,2019
3470,2019-12-08,Immacolata Concezione,italy,IT,ITA,380,ISO 3166-2:IT,2019
3471,2019-12-25,Natale,italy,IT,ITA,380,ISO 3166-2:IT,2019
3472,2019-12-26,Santo Stefano,italy,IT,ITA,380,ISO 3166-2:IT,2019
3473,2020-01-01,Capodanno,italy,IT,ITA,380,ISO 3166-2:IT,2020
3474,2020-01-06,Epifania del Signore,italy,IT,ITA,380,ISO 3166-2:IT,2020
3475,2020-04-12,Pasqua di Resurrezione,italy,IT,ITA,380,ISO 3166-2:IT,2020
3476,2020-04-13,Lunedì dell'Angelo,italy,IT,ITA,380,ISO 3166-2:IT,2020
3477,2020-04-25,Festa della Liberazione,italy,IT,ITA,380,ISO 3166-2:IT,2020
3478,2020-05-01,Festa dei Lavoratori,italy,IT,ITA,380,ISO 3166-2:IT,2020
3479,2020-06-02,Festa della Repubblica,italy,IT,ITA,380,ISO 3166-2:IT,2020
3480,2020-08-15,Assunzione della Vergine,italy,IT,ITA,380,ISO 3166-2:IT,2020
3481,2020-11-01,Tutti i Santi,italy,IT,ITA,380,ISO 3166-2:IT,2020
3482,2020-12-08,Immacolata Concezione,italy,IT,ITA,380,ISO 3166-2:IT,2020
3483,2020-12-25,Natale,italy,IT,ITA,380,ISO 3166-2:IT,2020
3484,2020-12-26,Santo Stefano,italy,IT,ITA,380,ISO 3166-2:IT,2020
3485,2021-01-01,Capodanno,italy,IT,ITA,380,ISO 3166-2:IT,2021
3486,2021-01-06,Epifania del Signore,italy,IT,ITA,380,ISO 3166-2:IT,2021
3487,2021-04-04,Pasqua di Resurrezione,italy,IT,ITA,380,ISO 3166-2:IT,2021
3488,2021-04-05,Lunedì dell'Angelo,italy,IT,ITA,380,ISO 3166-2:IT,2021
3489,2021-04-25,Festa della Liberazione,italy,IT,ITA,380,ISO 3166-2:IT,2021
3490,2021-05-01,Festa dei Lavoratori,italy,IT,ITA,380,ISO 3166-2:IT,2021
3491,2021-06-02,Festa della Repubblica,italy,IT,ITA,380,ISO 3166-2:IT,2021
3492,2021-08-15,Assunzione della Vergine,italy,IT,ITA,380,ISO 3166-2:IT,2021
3493,2021-11-01,Tutti i Santi,italy,IT,ITA,380,ISO 3166-2:IT,2021
3494,2021-12-08,Immacolata Concezione,italy,IT,ITA,380,ISO 3166-2:IT,2021
3495,2021-12-25,Natale,italy,IT,ITA,380,ISO 3166-2:IT,2021
3496,2021-12-26,Santo Stefano,italy,IT,ITA,380,ISO 3166-2:IT,2021
3497,2022-01-01,Capodanno,italy,IT,ITA,380,ISO 3166-2:IT,2022
3498,2022-01-06,Epifania del Signore,italy,IT,ITA,380,ISO 3166-2:IT,2022
3499,2022-04-17,Pasqua di Resurrezione,italy,IT,ITA,380,ISO 3166-2:IT,2022
3500,2022-04-18,Lunedì dell'Angelo,italy,IT,ITA,380,ISO 3166-2:IT,2022
3501,2022-04-25,Festa della Liberazione,italy,IT,ITA,380,ISO 3166-2:IT,2022
3502,2022-05-01,Festa dei Lavoratori,italy,IT,ITA,380,ISO 3166-2:IT,2022
3503,2022-06-02,Festa della Repubblica,italy,IT,ITA,380,ISO 3166-2:IT,2022
3504,2022-08-15,Assunzione della Vergine,italy,IT,ITA,380,ISO 3166-2:IT,2022
3505,2022-11-01,Tutti i Santi,italy,IT,ITA,380,ISO 3166-2:IT,2022
3506,2022-12-08,Immacolata Concezione,italy,IT,ITA,380,ISO 3166-2:IT,2022
3507,2022-12-25,Natale,italy,IT,ITA,380,ISO 3166-2:IT,2022
3508,2022-12-26,Santo Stefano,italy,IT,ITA,380,ISO 3166-2:IT,2022
3509,2016-01-01,New Year's Day,jamaica,JM,JAM,388,ISO 3166-2:JM,2016
3510,2016-02-14,Valentine's Day,jamaica,JM,JAM,388,ISO 3166-2:JM,2016
3511,2016-05-08,Mother's Day,jamaica,JM,JAM,388,ISO 3166-2:JM,2016
3512,2016-05-23,Labour Day,jamaica,JM,JAM,388,ISO 3166-2:JM,2016
3513,2016-06-19,Father's Day,jamaica,JM,JAM,388,ISO 3166-2:JM,2016
3514,2016-08-01,Emancipation Day,jamaica,JM,JAM,388,ISO 3166-2:JM,2016
3515,2016-08-08,Independence Day,jamaica,JM,JAM,388,ISO 3166-2:JM,2016
3516,2016-10-17,National Heroes Day,jamaica,JM,JAM,388,ISO 3166-2:JM,2016
3517,2016-12-25,Christmas day,jamaica,JM,JAM,388,ISO 3166-2:JM,2016
3518,2016-12-26,Boxing day,jamaica,JM,JAM,388,ISO 3166-2:JM,2016
3519,2016-02-10,Ash Wednesday,jamaica,JM,JAM,388,ISO 3166-2:JM,2016
3520,2016-03-25,Good Friday,jamaica,JM,JAM,388,ISO 3166-2:JM,2016
3521,2016-03-27,Easter,jamaica,JM,JAM,388,ISO 3166-2:JM,2016
3522,2016-03-28,Easter Monday,jamaica,JM,JAM,388,ISO 3166-2:JM,2016
3523,2017-01-02,New Year's Day (Observed),jamaica,JM,JAM,388,ISO 3166-2:JM,2017
3524,2017-02-14,Valentine's Day,jamaica,JM,JAM,388,ISO 3166-2:JM,2017
3525,2017-05-14,Mother's Day,jamaica,JM,JAM,388,ISO 3166-2:JM,2017
3526,2017-05-23,Labour Day,jamaica,JM,JAM,388,ISO 3166-2:JM,2017
3527,2017-06-18,Father's Day,jamaica,JM,JAM,388,ISO 3166-2:JM,2017
3528,2017-08-01,Emancipation Day,jamaica,JM,JAM,388,ISO 3166-2:JM,2017
3529,2017-08-07,Independence Day,jamaica,JM,JAM,388,ISO 3166-2:JM,2017
3530,2017-10-16,National Heroes Day,jamaica,JM,JAM,388,ISO 3166-2:JM,2017
3531,2017-12-25,Christmas day,jamaica,JM,JAM,388,ISO 3166-2:JM,2017
3532,2017-12-26,Boxing day,jamaica,JM,JAM,388,ISO 3166-2:JM,2017
3533,2017-03-01,Ash Wednesday,jamaica,JM,JAM,388,ISO 3166-2:JM,2017
3534,2017-04-14,Good Friday,jamaica,JM,JAM,388,ISO 3166-2:JM,2017
